pickup_datetime,pickup_latitude,pickup_longitude,uber_base,trip_distance,fare_amount,driver_rating,vehicle_type,ride_status,payment_method,hour,day,month
2014-04-26 17:16:00,40.7477,-74.0036,B02598,10.685210131282371,267.1302532820593,4.480819304838481,SUV,Cancelled,UPI,17,Saturday,April
2014-04-16 15:29:00,40.7585,-73.9711,B02682,5.175090862695058,129.37727156737645,4.962297349788293,Mini,Completed,UPI,15,Wednesday,April
2014-04-29 20:57:00,40.7251,-73.9924,B02617,19.83793299413668,495.948324853417,3.512564286608596,SUV,Completed,Cash,20,Tuesday,April
2014-04-19 11:14:00,40.6987,-73.9397,B02764,5.370871034436437,134.27177586091094,3.87248505588334,Sedan,Completed,Card,11,Saturday,April
2014-04-08 19:31:00,40.8041,-73.9668,B02598,7.166914462597488,179.1728615649372,4.716366679928178,Mini,Completed,Card,19,Tuesday,April
2014-04-11 22:32:00,40.7082,-74.0057,B02598,17.730400610728754,443.26001526821887,4.878272472323597,SUV,Completed,Cash,22,Friday,April
2014-04-27 15:34:00,40.7706,-73.9918,B02682,18.07493624420033,451.87340610500826,4.582995950283646,Sedan,Completed,UPI,15,Sunday,April
2014-04-19 09:16:00,40.7199,-73.9833,B02617,18.893842874703022,472.3460718675756,4.634268765133644,Mini,Completed,UPI,9,Saturday,April
2014-04-30 10:08:00,40.761,-73.9829,B02682,4.620204528941434,115.50511322353584,4.44313239303199,Mini,Completed,Cash,10,Wednesday,April
2014-04-02 07:26:00,40.7799,-73.9595,B02682,9.380443337346753,234.51108343366883,3.5953545419840736,SUV,Completed,UPI,7,Wednesday,April
2014-04-08 09:34:00,40.7209,-73.9791,B02598,8.709811112146067,217.74527780365167,4.062001360615753,SUV,Completed,Card,9,Tuesday,April
2014-04-08 12:58:00,40.7748,-73.9656,B02682,11.279398730688635,281.9849682672159,3.524330078856887,Sedan,Completed,Card,12,Tuesday,April
2014-04-12 18:23:00,40.7455,-73.9947,B02598,13.412161236158305,335.3040309039576,4.770316528617226,Sedan,Completed,UPI,18,Saturday,April
2014-04-15 20:38:00,40.7225,-73.9825,B02598,14.72626293936238,368.1565734840595,4.378392262394509,SUV,Cancelled,Card,20,Tuesday,April
2014-04-22 20:02:00,40.7061,-74.0093,B02598,15.235814505206816,380.8953626301704,4.421222336765994,SUV,Completed,Card,20,Tuesday,April
2014-04-11 11:11:00,40.7507,-73.9768,B02617,9.55345951124075,238.83648778101875,3.5263962043503536,Mini,Completed,Cash,11,Friday,April
2014-04-05 09:36:00,40.74,-73.999,B02682,8.92593799465882,223.1484498664705,4.124448561659367,Sedan,Cancelled,Cash,9,Saturday,April
2014-04-08 05:37:00,40.7598,-73.9676,B02682,1.229159628365199,30.728990709129977,3.8285617689950953,SUV,Completed,Cash,5,Tuesday,April
2014-04-01 18:03:00,40.7732,-73.8855,B02682,6.694304691766761,167.35761729416902,4.651641972001353,Mini,Completed,Cash,18,Tuesday,April
2014-04-13 09:23:00,40.6921,-73.9427,B02617,17.29191877939987,432.2979694849968,4.420892406749182,Mini,Completed,Card,9,Sunday,April
2014-04-25 07:14:00,40.7447,-73.9947,B02617,12.071073667186228,301.7768416796557,4.545788708588996,Mini,Completed,UPI,7,Friday,April
2014-04-18 15:44:00,40.7402,-73.9986,B02598,17.196477526665383,429.91193816663457,4.681258949806237,Sedan,Completed,UPI,15,Friday,April
2014-04-01 20:46:00,40.7402,-74.0059,B02682,12.999207255897982,324.98018139744954,4.790163008131127,SUV,Completed,UPI,20,Tuesday,April
2014-04-12 17:58:00,40.7658,-73.9766,B02617,4.082125587777855,102.0531396944464,3.7961731697433914,Mini,Completed,Card,17,Saturday,April
2014-04-21 20:17:00,40.7557,-73.9785,B02598,14.291128439905131,357.2782109976283,3.9058120923578743,SUV,Completed,Card,20,Monday,April
2014-04-10 06:06:00,40.7202,-73.9543,B02617,12.01801207302026,300.45030182550653,3.938895371214616,Sedan,Completed,UPI,6,Thursday,April
2014-04-21 19:26:00,40.6449,-73.7822,B02764,13.46506227404329,336.6265568510823,4.502538193699739,SUV,Completed,UPI,19,Monday,April
2014-04-04 11:22:00,40.7642,-73.9713,B02617,8.578346962096745,214.45867405241864,4.194198861474079,SUV,Completed,Cash,11,Friday,April
2014-04-30 14:26:00,40.772,-73.9579,B02682,16.695990871397377,417.3997717849344,3.8545787428364857,Mini,Completed,Cash,14,Wednesday,April
2014-04-01 18:36:00,40.7586,-73.9818,B02682,5.528138768964516,138.2034692241129,4.545867652002717,SUV,Completed,UPI,18,Tuesday,April
2014-04-07 09:28:00,40.7611,-73.9852,B02682,15.746674012890349,393.6668503222587,4.332137895426244,Sedan,Completed,Card,9,Monday,April
2014-04-22 18:14:00,40.7419,-74.0035,B02764,1.1141139859703355,27.852849649258392,3.9269000185403193,Sedan,Completed,Card,18,Tuesday,April
2014-04-30 21:15:00,40.7465,-73.9859,B02598,9.919400873530238,247.985021838256,4.2867363731321895,SUV,Completed,Cash,21,Wednesday,April
2014-04-16 22:04:00,40.6468,-73.7894,B02512,6.190775344321413,154.76938360803533,4.466778486873212,Mini,Completed,UPI,22,Wednesday,April
2014-04-24 17:08:00,40.765,-73.9704,B02512,12.930288346193644,323.25720865484107,3.952537773034792,SUV,Completed,Card,17,Thursday,April
2014-04-02 12:46:00,40.7587,-73.9731,B02682,7.250706533233795,181.26766333084487,4.408628280365523,Mini,Completed,Cash,12,Wednesday,April
2014-04-05 20:24:00,40.7222,-74.0105,B02682,11.729481026802729,293.2370256700682,4.190555371333167,Sedan,Completed,UPI,20,Saturday,April
2014-04-09 17:30:00,40.7504,-73.9831,B02617,13.828064730352624,345.7016182588156,4.559267358521494,SUV,Completed,UPI,17,Wednesday,April
2014-04-09 20:08:00,40.7804,-73.9539,B02617,19.93088543635273,498.2721359088184,4.243211913098089,SUV,Completed,Cash,20,Wednesday,April
2014-04-10 11:14:00,40.8357,-73.9169,B02682,18.72918650432159,468.22966260803975,4.046953835673149,SUV,Completed,Card,11,Thursday,April
2014-04-03 02:50:00,40.7031,-73.9321,B02682,1.052947169459177,26.323679236479425,4.7008046972753545,SUV,Completed,UPI,2,Thursday,April
2014-04-30 16:02:00,40.7831,-73.9592,B02682,8.525339165360975,213.1334791340244,3.6802387745838554,SUV,Completed,Cash,16,Wednesday,April
2014-04-28 06:51:00,40.645,-73.7821,B02598,8.348828911576575,208.7207227894144,3.620643931331738,Mini,Completed,Card,6,Monday,April
2014-04-07 10:43:00,40.6951,-74.1781,B02764,16.004292736709818,400.10731841774543,3.989795761841195,Mini,Cancelled,Cash,10,Monday,April
2014-04-15 20:49:00,40.7379,-73.988,B02598,15.595579895346468,389.8894973836617,4.529200953084108,Mini,Completed,Card,20,Tuesday,April
2014-04-22 20:54:00,40.7574,-73.986,B02617,7.509203028016274,187.73007570040684,4.898233223045335,Sedan,Completed,UPI,20,Tuesday,April
2014-04-12 20:29:00,40.7637,-73.9895,B02682,12.31959666405742,307.98991660143554,4.3872910695085805,Mini,Completed,Cash,20,Saturday,April
2014-04-16 06:59:00,40.7709,-73.8659,B02598,2.651417789658627,66.28544474146567,3.9889642322279775,Mini,Completed,UPI,6,Wednesday,April
2014-04-30 18:37:00,40.7507,-73.975,B02598,18.916490111708224,472.9122527927056,4.165901767950264,SUV,Completed,UPI,18,Wednesday,April
2014-04-30 17:51:00,40.6465,-73.7902,B02682,2.321285647224457,58.03214118061143,4.521936094895124,SUV,Completed,Card,17,Wednesday,April
2014-04-30 17:39:00,40.7269,-73.9982,B02598,5.538246960543201,138.45617401358004,3.622654734384429,SUV,Completed,Card,17,Wednesday,April
2014-04-21 14:17:00,40.7459,-74.0053,B02598,18.592355379743577,464.8088844935894,4.107297512087267,SUV,Cancelled,Cash,14,Monday,April
2014-04-15 20:27:00,40.7439,-73.9537,B02682,11.507373570406688,287.68433926016723,3.7881270286756186,SUV,Completed,Card,20,Tuesday,April
2014-04-20 17:13:00,40.7326,-74.0089,B02682,16.854521927131643,421.3630481782911,3.992627959001835,SUV,Completed,Cash,17,Sunday,April
2014-04-02 13:30:00,40.7738,-73.9636,B02682,1.159833023669636,28.995825591740896,3.507291665697886,Mini,Completed,UPI,13,Wednesday,April
2014-04-29 18:57:00,40.7686,-73.8627,B02598,19.54058576565479,488.5146441413697,4.8097702118137775,SUV,Cancelled,UPI,18,Tuesday,April
2014-04-05 19:38:00,40.7363,-73.987,B02682,1.8943510024449224,47.358775061123055,3.8448379213009063,SUV,Completed,Card,19,Saturday,April
2014-04-26 16:19:00,40.7652,-73.9949,B02682,8.348528355806527,208.7132088951632,4.422512927189973,Sedan,Completed,UPI,16,Saturday,April
2014-04-20 08:44:00,40.766,-73.9973,B02512,16.871328266731503,421.7832066682876,4.612393543769192,SUV,Completed,UPI,8,Sunday,April
2014-04-20 21:25:00,40.8022,-73.939,B02682,16.530961203753577,413.2740300938394,4.490892774737365,Mini,Completed,Cash,21,Sunday,April
2014-04-05 19:29:00,40.7253,-73.9927,B02617,12.299884522619676,307.4971130654919,4.425435324972474,Mini,Completed,UPI,19,Saturday,April
2014-04-05 15:34:00,40.7183,-74.0084,B02617,10.517229925633924,262.9307481408481,4.4649632606619,Sedan,Completed,UPI,15,Saturday,April
2014-04-20 00:49:00,40.7253,-73.978,B02598,15.777176549725802,394.42941374314506,4.437123805593451,SUV,Completed,Cash,0,Sunday,April
2014-04-07 19:38:00,40.7571,-73.9751,B02598,9.893966676583556,247.3491669145889,4.01207442450964,SUV,Completed,Card,19,Monday,April
2014-04-17 07:10:00,40.7246,-74.0007,B02682,10.736617752358097,268.41544380895243,3.893266566675415,Sedan,Completed,Cash,7,Thursday,April
2014-04-30 08:47:00,40.7568,-73.97,B02682,13.348449398669334,333.71123496673334,4.579310981561595,SUV,Completed,Cash,8,Wednesday,April
2014-04-06 02:43:00,40.7227,-73.9831,B02682,16.531702072810184,413.2925518202546,3.7942907366964858,Sedan,Completed,UPI,2,Sunday,April
2014-04-11 20:04:00,40.7246,-73.994,B02598,17.88805165925679,447.2012914814197,4.151427511705272,Mini,Completed,Card,20,Friday,April
2014-04-12 15:42:00,40.7674,-73.9616,B02682,2.682835091776509,67.07087729441272,4.944583726125757,SUV,Completed,Cash,15,Saturday,April
2014-04-29 16:48:00,40.7386,-73.9854,B02598,1.9757589385174128,49.39397346293532,4.205753240985072,Sedan,Completed,Card,16,Tuesday,April
2014-04-10 16:58:00,40.7223,-74.0109,B02682,9.784144502769449,244.60361256923616,4.041469442898083,SUV,Completed,Card,16,Thursday,April
2014-04-06 19:59:00,40.7632,-73.9784,B02598,6.578342617154953,164.45856542887384,4.465029095365,Mini,Completed,UPI,19,Sunday,April
2014-04-17 15:36:00,40.7214,-73.9989,B02682,7.497045125812323,187.42612814530807,4.550708284536421,Mini,Completed,Card,15,Thursday,April
2014-04-03 23:08:00,40.729,-73.9973,B02598,15.179225569813845,379.4806392453461,4.342448975468529,Sedan,Completed,UPI,23,Thursday,April
2014-04-15 10:17:00,40.7648,-73.9805,B02682,7.884027562919014,197.1006890729753,4.521961493753004,Mini,Cancelled,Cash,10,Tuesday,April
2014-04-28 12:37:00,40.7616,-73.9622,B02512,16.497032711161413,412.42581777903536,3.5656794177830795,Sedan,Completed,Cash,12,Monday,April
2014-04-06 22:08:00,40.7113,-73.9527,B02682,7.37791522138552,184.447880534638,4.937342859050375,SUV,Completed,UPI,22,Sunday,April
2014-04-12 22:07:00,40.7218,-73.9936,B02617,10.425462767600672,260.6365691900168,4.851449155485071,Mini,Completed,Cash,22,Saturday,April
2014-04-09 20:58:00,40.7546,-73.9893,B02682,18.99232313669659,474.8080784174148,4.121093104447132,Mini,Completed,Card,20,Wednesday,April
2014-04-23 19:14:00,40.7449,-74.0016,B02598,14.3637487780547,359.09371945136746,4.393109266450574,Sedan,Completed,UPI,19,Wednesday,April
2014-04-16 22:28:00,40.774,-73.8726,B02682,9.809489317734991,245.2372329433748,4.005323826260729,Sedan,Completed,Cash,22,Wednesday,April
2014-04-15 21:33:00,40.723,-74.007,B02682,14.26110098513561,356.5275246283902,3.6377621113272776,Sedan,Completed,Card,21,Tuesday,April
2014-04-14 05:14:00,40.7122,-73.957,B02682,18.000363484180728,450.0090871045182,4.939629061341719,Sedan,Completed,UPI,5,Monday,April
2014-04-05 17:11:00,40.7324,-74.0057,B02598,5.196194363410883,129.90485908527208,4.203676896326545,SUV,Completed,Cash,17,Saturday,April
2014-04-04 09:46:00,40.7134,-73.9482,B02617,2.5821853791726705,64.55463447931676,3.94304840651565,Mini,Completed,Card,9,Friday,April
2014-04-02 20:44:00,40.7168,-74.0082,B02682,17.956165432156883,448.9041358039221,4.377579342080045,SUV,Completed,UPI,20,Wednesday,April
2014-04-15 03:27:00,40.7169,-73.9958,B02598,8.037026262358285,200.92565655895717,4.035671125131491,Sedan,Completed,UPI,3,Tuesday,April
2014-04-25 15:49:00,40.6922,-73.9666,B02598,15.57145355889575,389.2863389723937,4.070493966435253,SUV,Completed,UPI,15,Friday,April
2014-04-25 07:34:00,40.7474,-73.9768,B02512,14.226081525082646,355.65203812706613,4.828075166495911,SUV,Completed,UPI,7,Friday,April
2014-04-22 17:40:00,40.7564,-73.9643,B02598,1.0620955351853612,26.552388379634028,4.714060342119844,Mini,Completed,Card,17,Tuesday,April
2014-04-12 20:39:00,40.7301,-73.9977,B02682,6.220027404488382,155.50068511220957,4.615181743919086,Sedan,Completed,Card,20,Saturday,April
2014-04-28 13:22:00,40.7519,-73.9788,B02617,2.1498931633025293,53.74732908256323,3.948259955184973,Sedan,Completed,UPI,13,Monday,April
2014-04-12 18:23:00,40.7239,-73.9962,B02598,13.661954017706968,341.5488504426742,4.068802340361597,SUV,Completed,Card,18,Saturday,April
2014-04-24 16:20:00,40.7309,-73.9954,B02682,10.022006742153344,250.5501685538336,4.799947669816122,Sedan,Completed,Cash,16,Thursday,April
2014-04-28 17:27:00,40.7565,-73.983,B02598,7.058451952994494,176.46129882486235,3.809001776504221,SUV,Completed,Cash,17,Monday,April
2014-04-28 06:51:00,40.7837,-73.9504,B02682,7.729954330268688,193.2488582567172,3.920157382182066,Mini,Completed,Cash,6,Monday,April
2014-04-03 21:12:00,40.7159,-74.0036,B02682,18.881565870060363,472.03914675150907,3.9231936484227687,Mini,Cancelled,Card,21,Thursday,April
2014-04-01 18:21:00,40.7114,-74.0077,B02682,18.69661260141966,467.41531503549146,3.885655656868947,SUV,Completed,Card,18,Tuesday,April
2014-04-30 16:19:00,40.7421,-73.9908,B02598,10.412157173196867,260.30392932992174,4.849784603014432,SUV,Completed,Cash,16,Wednesday,April
2014-04-13 14:16:00,40.7469,-73.9836,B02598,4.053163185789712,101.3290796447428,4.680076946415713,SUV,Completed,UPI,14,Sunday,April
2014-04-14 23:50:00,40.7584,-73.9725,B02617,11.894904049724373,297.37260124310933,4.327117208193616,Sedan,Completed,Card,23,Monday,April
2014-04-22 16:14:00,40.7709,-73.8658,B02682,8.559389153100852,213.9847288275213,4.927728349571549,SUV,Completed,Card,16,Tuesday,April
2014-04-12 08:26:00,40.7431,-74.2553,B02598,16.71404389827071,417.8510974567677,3.932982730394822,Mini,Completed,Card,8,Saturday,April
2014-04-25 22:15:00,40.7213,-73.9903,B02682,18.631054376676243,465.7763594169061,4.971211279144098,Mini,Completed,Cash,22,Friday,April
2014-04-16 12:01:00,40.7527,-73.9929,B02682,11.562393161981854,289.05982904954635,4.796293589026536,Sedan,Completed,Cash,12,Wednesday,April
2014-04-01 16:01:00,40.7506,-73.9767,B02682,8.739792718119052,218.4948179529763,4.869316446936368,Sedan,Completed,Cash,16,Tuesday,April
2014-04-15 20:48:00,40.7284,-73.9942,B02598,11.654132275625802,291.35330689064506,4.450757788836425,Sedan,Completed,Card,20,Tuesday,April
2014-04-24 18:41:00,40.7705,-73.9667,B02682,14.16441940097222,354.11048502430555,3.6327911765100063,Sedan,Completed,Cash,18,Thursday,April
2014-04-16 11:25:00,40.7257,-73.9973,B02764,12.83071675953759,320.76791898843976,3.543259774215717,Sedan,Completed,UPI,11,Wednesday,April
2014-04-19 18:38:00,40.7138,-74.0088,B02682,17.437350449251547,435.9337612312887,4.398820527518246,SUV,Completed,Cash,18,Saturday,April
2014-04-10 19:05:00,40.7689,-73.985,B02682,2.254258432014473,56.35646080036183,4.964217131055134,Mini,Completed,UPI,19,Thursday,April
2014-04-04 07:03:00,40.7437,-74.0028,B02682,18.55343621008758,463.8359052521895,4.531635468306401,Mini,Completed,Card,7,Friday,April
2014-04-28 21:17:00,40.7086,-74.0092,B02682,18.44725035977956,461.18125899448887,4.277387287120846,Mini,Completed,Card,21,Monday,April
2014-04-04 23:04:00,40.7505,-73.9869,B02617,14.4673023758388,361.68255939597,4.060831348437392,Sedan,Completed,Card,23,Friday,April
2014-04-08 07:51:00,40.7772,-73.9754,B02598,2.1815114408356946,54.53778602089236,4.136604387695656,SUV,Cancelled,Cash,7,Tuesday,April
2014-04-22 20:16:00,40.7938,-73.9341,B02512,9.285636722512692,232.14091806281732,4.565124701625715,Mini,Completed,Cash,20,Tuesday,April
2014-04-07 11:39:00,40.7737,-73.9578,B02598,6.126335605958324,153.1583901489581,4.262643627027248,Mini,Completed,UPI,11,Monday,April
2014-04-23 08:33:00,40.7661,-73.9618,B02682,11.90791244497914,297.6978111244785,3.5931445266728264,SUV,Completed,UPI,8,Wednesday,April
2014-04-10 14:59:00,40.7678,-73.8667,B02598,19.52370016961841,488.0925042404604,3.935144026004765,Mini,Completed,UPI,14,Thursday,April
2014-04-21 00:27:00,40.7849,-73.9486,B02682,4.353708009099492,108.8427002274873,4.977647751791661,SUV,Cancelled,UPI,0,Monday,April
2014-04-02 14:20:00,40.7095,-74.0138,B02764,2.7807772825497765,69.51943206374442,3.5812100646958465,Mini,Completed,UPI,14,Wednesday,April
2014-04-05 17:23:00,40.7622,-73.9974,B02617,8.42877237617773,210.71930940444324,4.264761558451484,SUV,Completed,UPI,17,Saturday,April
2014-04-11 06:28:00,40.7741,-73.8726,B02682,16.43572764219762,410.8931910549405,4.424089259471916,Mini,Completed,Cash,6,Friday,April
2014-04-18 18:58:00,40.7508,-74.0037,B02598,12.184799261904104,304.61998154760266,4.666622843201529,Sedan,Completed,Cash,18,Friday,April
2014-04-29 21:25:00,40.7598,-73.9817,B02617,5.616629883667842,140.41574709169603,3.9668521896580415,SUV,Completed,Cash,21,Tuesday,April
2014-04-03 22:17:00,40.7392,-74.0054,B02682,4.821997124620546,120.54992811551368,3.747053797080546,Sedan,Completed,Card,22,Thursday,April
2014-04-29 09:32:00,40.7814,-73.9803,B02682,16.710540473937268,417.7635118484317,3.56854454772504,SUV,Completed,Cash,9,Tuesday,April
2014-04-07 20:21:00,40.7619,-73.9694,B02598,18.21480470573325,455.37011764333135,4.633513498601097,Mini,Completed,UPI,20,Monday,April
2014-04-26 00:19:00,40.7274,-73.9939,B02598,4.656263890715978,116.40659726789946,3.773759293251104,Mini,Completed,Cash,0,Saturday,April
2014-04-16 20:56:00,40.7219,-74.0042,B02617,5.178537572561068,129.46343931402672,4.318814169729139,Sedan,Completed,Cash,20,Wednesday,April
2014-04-19 13:35:00,40.7443,-74.0073,B02598,18.186836245749173,454.6709061437293,4.586723594585206,Sedan,Completed,UPI,13,Saturday,April
2014-04-13 06:38:00,40.7129,-73.9926,B02682,16.589268493717892,414.7317123429473,4.612997112988746,Sedan,Cancelled,Card,6,Sunday,April
2014-04-25 18:53:00,40.7492,-73.9726,B02598,1.691074707895663,42.27686769739157,3.930520949981856,Mini,Completed,UPI,18,Friday,April
2014-04-10 16:44:00,40.7281,-73.9931,B02617,5.843460958718932,146.0865239679733,4.326922388291846,Mini,Completed,Cash,16,Thursday,April
2014-04-27 12:37:00,40.7433,-73.9534,B02682,18.037676206472486,450.94190516181214,3.937114628065973,Sedan,Completed,Cash,12,Sunday,April
2014-04-03 22:22:00,40.7144,-73.9998,B02617,4.261112410334879,106.52781025837196,4.073932334071681,Mini,Completed,Cash,22,Thursday,April
2014-04-04 06:05:00,40.6957,-74.1785,B02682,19.90779336054352,497.694834013588,4.6209134833984535,SUV,Completed,UPI,6,Friday,April
2014-04-16 09:54:00,40.7229,-74.011,B02598,13.1910116248165,329.7752906204125,4.667686815795477,Sedan,Completed,Card,9,Wednesday,April
2014-04-16 21:45:00,40.7553,-73.9754,B02682,1.0991261870391087,27.47815467597772,4.925434177323722,Sedan,Completed,Card,21,Wednesday,April
2014-04-30 18:11:00,40.7159,-74.0117,B02617,8.957107753705143,223.92769384262857,4.68313070903256,Sedan,Completed,Card,18,Wednesday,April
2014-04-08 08:48:00,40.7449,-73.9187,B02598,19.230729738973604,480.7682434743401,4.523875268376819,Sedan,Completed,Card,8,Tuesday,April
2014-04-16 16:10:00,40.7543,-73.9749,B02598,18.030196942822176,450.7549235705544,4.233276932490582,SUV,Completed,Card,16,Wednesday,April
2014-04-17 16:12:00,40.7593,-73.9726,B02682,4.267600549986275,106.69001374965688,3.6772087297898777,SUV,Completed,Cash,16,Thursday,April
2014-04-02 06:32:00,40.7724,-73.9567,B02617,8.641617191511532,216.0404297877883,4.682591884743761,Sedan,Completed,Card,6,Wednesday,April
2014-04-12 18:26:00,40.7787,-73.9625,B02682,17.03128379915401,425.7820949788503,4.26381734745215,Mini,Completed,Cash,18,Saturday,April
2014-04-30 20:45:00,40.7219,-73.9902,B02682,4.702159314662311,117.5539828665578,4.814543253761606,SUV,Completed,Card,20,Wednesday,April
2014-04-12 09:39:00,40.7325,-74.0096,B02682,10.212594548950117,255.3148637237529,3.8224792304509423,Sedan,Completed,UPI,9,Saturday,April
2014-04-06 18:31:00,40.7267,-74.009,B02617,6.712439197130847,167.81097992827117,3.9071555038682457,Sedan,Completed,Cash,18,Sunday,April
2014-04-03 22:15:00,40.6464,-73.7899,B02512,6.624304042945217,165.6076010736304,4.909715112781983,Sedan,Completed,UPI,22,Thursday,April
2014-04-19 07:07:00,40.7403,-73.9821,B02682,1.3662342529848128,34.15585632462032,4.3312123877100674,SUV,Completed,Cash,7,Saturday,April
2014-04-05 21:35:00,40.7524,-73.9998,B02598,4.448394174921162,111.20985437302906,4.1182991965512,SUV,Completed,Card,21,Saturday,April
2014-04-26 21:56:00,40.762,-73.9866,B02682,7.294987946052501,182.3746986513125,3.702165013926432,Mini,Cancelled,UPI,21,Saturday,April
2014-04-04 21:32:00,40.7093,-74.0109,B02682,19.099839518723293,477.4959879680823,4.379450452882482,SUV,Completed,Cash,21,Friday,April
2014-04-29 20:14:00,40.7225,-73.9981,B02598,16.53582241573768,413.395560393442,4.764072589422584,Mini,Completed,Cash,20,Tuesday,April
2014-04-19 23:01:00,40.7299,-74.0006,B02598,3.7549183605392433,93.87295901348108,4.735077842596225,Sedan,Completed,Card,23,Saturday,April
2014-04-13 15:20:00,40.7216,-73.9935,B02598,5.4595834009888975,136.48958502472243,3.810284962332229,Mini,Completed,Card,15,Sunday,April
2014-04-26 23:03:00,40.7376,-73.9971,B02598,4.920773670612604,123.0193417653151,4.418318478275506,Mini,Completed,Cash,23,Saturday,April
2014-04-19 06:22:00,40.7204,-73.9456,B02617,15.775382514343844,394.3845628585961,4.483871549186703,Sedan,Completed,Cash,6,Saturday,April
2014-04-25 17:32:00,40.7652,-73.9695,B02617,17.24354495145177,431.0886237862943,4.973946290905753,SUV,Completed,Cash,17,Friday,April
2014-04-20 07:10:00,40.7316,-74.006,B02682,12.940902926456118,323.522573161403,3.8180899567117255,SUV,Completed,Cash,7,Sunday,April
2014-04-02 17:56:00,40.7614,-73.9702,B02617,4.1421871736897,103.5546793422425,4.96090666677596,Mini,Completed,UPI,17,Wednesday,April
2014-04-30 18:15:00,40.7262,-74.009,B02617,4.956315287160578,123.90788217901444,3.9692256891811306,Sedan,Completed,Card,18,Wednesday,April
2014-04-28 20:48:00,40.7298,-74.0043,B02682,10.111495955223988,252.78739888059965,3.87420223350868,Sedan,Completed,Card,20,Monday,April
2014-04-04 15:04:00,40.7563,-73.9747,B02617,3.908047262324052,97.7011815581013,4.201130071298653,SUV,Completed,UPI,15,Friday,April
2014-04-26 00:38:00,40.7315,-74.0013,B02617,8.725581237026677,218.13953092566692,4.994467433439871,Sedan,Completed,Card,0,Saturday,April
2014-04-27 17:33:00,40.729,-73.991,B02682,3.675850163262286,91.89625408155716,3.729438202455012,SUV,Completed,Cash,17,Sunday,April
2014-04-09 18:50:00,40.71,-74.009,B02512,13.166132081178654,329.1533020294664,4.116728104119166,Mini,Completed,Cash,18,Wednesday,April
2014-04-30 15:05:00,40.7591,-73.9726,B02598,17.692331099259153,442.30827748147885,4.369646784117223,Mini,Completed,UPI,15,Wednesday,April
2014-04-04 22:26:00,40.7246,-73.9915,B02682,15.93439866953095,398.3599667382737,3.5695560565311717,SUV,Cancelled,UPI,22,Friday,April
2014-04-03 19:53:00,40.7339,-73.9966,B02598,19.151557732765603,478.78894331914006,4.397198406895252,SUV,Completed,Cash,19,Thursday,April
2014-04-14 05:34:00,40.7223,-73.9874,B02617,2.88646250982239,72.16156274555975,3.808418096898509,Sedan,Completed,Card,5,Monday,April
2014-04-29 21:06:00,40.752,-73.9855,B02682,1.7480592358485976,43.70148089621494,3.800724635105528,Mini,Completed,Cash,21,Tuesday,April
2014-04-30 22:49:00,40.7509,-73.9864,B02617,19.929708405225018,498.2427101306254,3.5410538252056023,SUV,Completed,Cash,22,Wednesday,April
2014-04-24 16:58:00,40.7702,-73.9616,B02512,4.555161605312793,113.87904013281982,4.9182925924912775,SUV,Completed,Cash,16,Thursday,April
2014-04-20 23:57:00,40.7174,-73.8412,B02682,13.138352779016463,328.45881947541164,4.240372790125416,Mini,Completed,Card,23,Sunday,April
2014-04-08 21:21:00,40.7358,-73.9793,B02598,1.0012113007222927,25.03028251805732,4.534980921278391,Mini,Completed,UPI,21,Tuesday,April
2014-04-25 18:51:00,40.7652,-73.9705,B02598,9.14520470732933,228.6301176832333,4.293194491952011,Mini,Completed,Card,18,Friday,April
2014-04-25 18:29:00,40.749,-73.9764,B02617,7.638217093527992,190.9554273381998,4.741900021187971,Sedan,Completed,Card,18,Friday,April
2014-04-25 06:15:00,40.7383,-73.9736,B02617,17.904503033791187,447.61257584477966,4.580267790598839,Sedan,Completed,Card,6,Friday,April
2014-04-21 14:56:00,40.7506,-73.9946,B02682,11.874811153874536,296.8702788468634,3.9835771382530383,Sedan,Completed,Cash,14,Monday,April
2014-04-21 07:51:00,40.746,-73.9822,B02598,15.031940392308824,375.7985098077206,3.624946256316861,Mini,Completed,UPI,7,Monday,April
2014-04-25 19:43:00,40.7495,-73.9918,B02617,5.352304428007045,133.80761070017613,4.306528111758312,SUV,Cancelled,Card,19,Friday,April
2014-04-05 00:54:00,40.7384,-73.9855,B02598,11.64358150737731,291.08953768443274,3.512687299929822,Mini,Completed,Cash,0,Saturday,April
2014-04-20 20:09:00,40.7619,-73.9232,B02617,14.160019505825446,354.00048764563616,4.42009838443865,Sedan,Completed,Cash,20,Sunday,April
2014-04-15 21:37:00,40.7485,-73.977,B02598,7.621032601198787,190.5258150299697,4.048686948881834,SUV,Completed,Card,21,Tuesday,April
2014-04-02 21:17:00,40.705,-74.0076,B02682,9.861532918751273,246.5383229687818,3.871901289896001,Sedan,Completed,Cash,21,Wednesday,April
2014-04-24 09:02:00,40.7754,-73.9896,B02682,18.018778621668176,450.4694655417044,4.720675181037032,SUV,Completed,UPI,9,Thursday,April
2014-04-20 14:06:00,40.6954,-73.9644,B02682,9.28198045388935,232.04951134723376,4.505983086257778,Mini,Completed,UPI,14,Sunday,April
2014-04-04 14:41:00,40.6922,-73.9443,B02617,8.2117877805034,205.294694512585,4.387781528393735,SUV,Completed,UPI,14,Friday,April
2014-04-05 19:52:00,40.7349,-73.983,B02682,17.16288881475772,429.072220368943,3.627256850711044,Mini,Completed,UPI,19,Saturday,April
